-52.45510979,35.86318547
-52.59091329,31.18945584
-52.72671679,26.5157262
-52.86252029,21.84199656
-52.99832379,17.16826692
-53.13412729,12.49453728
-53.26993079,7.820807646
-53.37178341,4.315510417
-45.76417588,96.62376005
-45.89997938,91.95003041
-46.03578288,87.27630078
-46.17158638,82.60257114
-46.30738987,77.9288415
-46.44319337,73.25511186
-46.57899687,68.58138222
-46.71480037,63.90765259
-46.85060387,59.23392295
-46.98640737,54.56019331
-47.12221087,49.88646367
-47.25801437,45.21273403
-47.39381786,40.5390044
-39.95596471,127.005092
-40.09176821,122.3313623
-40.2275717,117.6576327
-40.3633752,112.9839031
-40.4991787,108.3101734
-40.6349822,103.6364438
-40.73683482,100.1311466
-35.09837802,124.6703165
-35.23418152,119.9965868
-35.36998502,115.3228572
-35.50578852,110.6491275
-35.60764114,107.1438303
-29.6296756,143.3673243
-29.7654791,138.6935946
-29.9012826,134.019865
-30.03708609,129.3461354
-24.43258017,152.7168728
-24.56838367,148.0431432
-19.03177949,169.0770159
-19.16758299,164.4032862
-19.30338649,159.7295566
-19.40523911,156.2242594
-13.83468406,178.4265644
-13.97048756,173.7528348
-8.705490384,185.4392482
-8.807343008,181.9339509
-3.508394955,194.7887967
-3.644198454,190.1150671
1.620798725,201.8014805
1.518946101,198.2961832
6.682090655,206.4772994
11.67548084,208.8162535
11.53967734,204.1425239
16.66887102,211.1552076
16.53306752,206.481478
16.39726402,201.8077483
16.26146052,197.1340187
16.1596079,193.6287215
22.54498394,243.8734044
22.40918044,239.1996747
22.27337694,234.5259451
22.13757344,229.8522154
22.00176994,225.1784858
21.86596645,220.5047562
21.73016295,215.8310265
28.69270386,285.9390604
28.55690036,281.2653307
28.42109686,276.5916011
28.28529336,271.9178715
28.14948986,267.2441418
28.01368637,262.5704122
27.87788287,257.8966825
27.74207937,253.2229529
27.60627587,248.5492233
34.56881678,318.6572571
34.43301328,313.9835275
34.29720978,309.3097979
34.16140629,304.6360682
34.02560279,299.9623386
33.88979929,295.2886089
33.75399579,290.6148793
39.63010871,323.3330761
44.82720414,332.6826246
44.69140064,328.008895
49.95639782,339.6953084
49.82059432,335.0215787
49.68479082,330.3478491
49.5829382,326.8425518
54.949788,342.0342625
54.8139845,337.3605328
54.678181,332.6868032
54.54237751,328.0130735
54.40657401,323.3393439
54.27077051,318.6656143
54.13496701,313.9918846
54.03311439,310.4865874
60.82590092,374.7524592
60.69009742,370.0787296
60.55429393,365.4049999
60.41849043,360.7312703
60.28268693,356.0575407
60.14688343,351.383811
60.01107993,346.7100814
65.34397886,360.7333596
65.20817536,356.0596299
65.07237186,351.3859003
64.93656836,346.7121707
64.80076486,342.038441
64.69891224,338.5331438
69.52254805,335.0299359
69.38674455,330.3562062
69.25094105,325.6824766
74.44803648,335.0320251
74.34618386,331.5267279
79.50932841,339.7078441
79.37352491,335.0341144
79.23772141,330.3603848
79.13586879,326.8550876
84.91012909,356.0679871
84.77432559,351.3942574
84.63852209,346.7205278
84.53666947,343.2152306
89.76771577,353.7332115
94.6932042,353.7353008
94.59135158,350.2300036
99.75449613,358.4111198
99.61869263,353.7373901
104.4083776,349.0657498
104.2725741,344.3920201
104.1367706,339.7182905
108.9264555,335.0466501
108.790652,330.3729205
108.6548485,325.6991909
113.4445334,321.0275505
113.3087299,316.3538209
118.7095306,332.7139639
118.5737271,328.0402342
118.4379236,323.3665046
123.8387243,339.7266476
123.7029208,335.052918
128.5605075,332.7181425
128.424704,328.0444128
128.2889005,323.3706832
133.8255047,344.4045558
133.6897012,339.7308262
133.5878485,336.225529
138.6151896,339.7329155
138.4793861,335.0591858
138.3435826,330.3854562
143.1332675,325.7138158
142.997464,321.0400862
142.8616605,316.3663566
142.725857,311.6926269
142.5900535,307.0188973
147.8550507,318.7053107
147.7192472,314.031581
147.5834437,309.3578514
147.4476402,304.6841218
147.3118367,300.0103921
147.1760332,295.3366625
147.0741806,291.8313653
153.5953601,346.7497778
153.4595566,342.0760481
153.3237531,337.4023185
153.1879496,332.7285889
153.0521461,328.0548592
152.9163426,323.3811296
158.3850451,342.0781374
158.2831924,338.5728402
163.1068283,335.0696323
162.9710248,330.3959026
167.7607097,325.7242623
167.6249062,321.0505326
172.4145911,316.3788923
172.2787876,311.7051626
172.1429841,307.031433
172.0071806,302.3577034
171.905328,298.8524061
176.7289638,295.3491982
176.5931603,290.6754686
176.4573568,286.0017389
176.3215533,281.3280093
181.450747,288.340693
181.3149435,283.6669634
186.5799407,295.3533768
186.478088,291.8480795
191.3017239,288.3448716
191.1659204,283.671142
191.0301169,278.9974123
195.8198018,274.325772
195.6839983,269.6520423
200.6094867,269.6541316
200.5076341,266.1488344
205.3312699,262.6456264
205.1954664,257.9718968
209.9851513,253.3002564
215.0464433,257.9760754
214.9106398,253.3023457
214.8087871,249.7970485
219.632423,246.2938406
219.4966195,241.6201109
219.360816,236.9463813
219.2250125,232.2726516
219.089209,227.598922
223.8788939,222.9272816
223.7430904,218.253552
223.6412378,214.7482548
228.8043823,222.9293709
228.7025297,219.4240737
233.5261655,215.9208658
233.390362,211.2471361
238.4516539,215.922955
243.2413389,211.2513147
248.2347291,213.5902688
248.0989256,208.9165392
247.9970729,205.4112419
253.4997262,225.2766822
253.3639227,220.6029525
253.2281192,215.9292229
258.0178042,211.2575825
257.8820007,206.5838529
257.7461972,201.9101233
257.6103937,197.2363936
257.4745902,192.562664
262.2642751,187.8910236
262.1284716,183.217294
262.026619,179.7119968
267.05396,183.2193833
272.0473502,185.5583374
271.9115467,180.8846078
271.8096941,177.3793105
276.6333299,173.8761026
276.4975264,169.2023729
276.3617229,164.5286433
281.6267201,176.2150567
281.5248675,172.7097595
286.3485033,169.2065515
286.2466506,165.7012543
291.0702865,162.1980463
295.8939223,158.6948384
300.7175581,155.1916305
305.507243,150.5199901
305.3714395,145.8462605
305.2695869,142.3409632
310.0932227,138.8377553
309.9913701,135.3324581
315.0187111,138.8398446
314.8829076,134.1661149
